Department,Department Name,Division,Gender,Base Salary,How much pay for overtime/year?
FRS,Fire and Rescue Services,Station 3,M,94668,0
FRS,Fire and Rescue Services,Station 6,M,86065,108.22
FRS,Fire and Rescue Services,Station 3,M,94668,77522.56
FRS,Fire and Rescue Services,Station 16,M,117435,19087.74
FRS,Fire and Rescue Services,Field Operations Administration,M,38812,0
FRS,Fire and Rescue Services,Station 13,M,94668,5587.45
FRS,Fire and Rescue Services,Station 13,M,86065,704
FRS,Fire and Rescue Services,Fleet Operations,M,99852,31900.56
FRS,Fire and Rescue Services,Station 14,M,94668,68635.5
FRS,Fire and Rescue Services,Station 8,M,74998,13026.54
FRS,Fire and Rescue Services,Station 31,M,117435,17882.57
FRS,Fire and Rescue Services,Station 17,M,117435,123304.39
FRS,Fire and Rescue Services,Station 20,M,117435,139818.46
FRS,Fire and Rescue Services,Fleet Support,M,75290,0
FRS,Fire and Rescue Services,Station 18,M,86065,44219.28
FRS,Fire and Rescue Services,Duty Operations Chief's Office,M,148712,0
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,91466,4246.72
FRS,Fire and Rescue Services,Scheduling,M,92449,38459.75
FRS,Fire and Rescue Services,Station 18,M,117435,40286.38
FRS,Fire and Rescue Services,Station 34,M,80341,14446.27
FRS,Fire and Rescue Services,Station 40,F,67393,0
FRS,Fire and Rescue Services,Station 16,M,94668,28447.03
FRS,Fire and Rescue Services,Station 14,F,86065,0
FRS,Fire and Rescue Services,Station 7,M,80341,14443.55
FRS,Fire and Rescue Services,Station 4,M,74998,17321.09
FRS,Fire and Rescue Services,Station 29,M,104145,53671.01
FRS,Fire and Rescue Services,Station 8,M,94668,24699.76
FRS,Fire and Rescue Services,HR Labor Relations,F,90848,1457.71
FRS,Fire and Rescue Services,Station 33,M,86065,0
FRS,Fire and Rescue Services,Station 20,M,117435,52713.92
FRS,Fire and Rescue Services,Operations Division,M,135203,0
FRS,Fire and Rescue Services,Station 35,M,94668,10903.04
FRS,Fire and Rescue Services,Training,M,94668,27002.02
FRS,Fire and Rescue Services,Station 34,M,71427,0
FRS,Fire and Rescue Services,Training,M,88371,48327.74
FRS,Fire and Rescue Services,Station 26,M,92449,1428.38
FRS,Fire and Rescue Services,Station 15,M,77623,30016.72
FRS,Fire and Rescue Services,Fifth Battalion - Administration,M,117435,9955.7
FRS,Fire and Rescue Services,Station 12,M,86065,20687.97
FRS,Fire and Rescue Services,Station 6,M,86065,17.86
FRS,Fire and Rescue Services,Station 14,M,94668,50961.21
FRS,Fire and Rescue Services,Station 30,M,94668,766.31
FRS,Fire and Rescue Services,Station 29,M,94668,85318.76
FRS,Fire and Rescue Services,Third Battalion - Administration,M,93932,16643.25
FRS,Fire and Rescue Services,Station 3,F,72461,472.54
FRS,Fire and Rescue Services,Station 31,M,74998,43131.22
FRS,Fire and Rescue Services,Station 17,M,91466,79680.88
FRS,Fire and Rescue Services,Rescue 1,M,88371,21814.16
FRS,Fire and Rescue Services,Station 30,F,86065,2379.87
FRS,Fire and Rescue Services,Station 22,M,94668,3507.8
FRS,Fire and Rescue Services,Station 29,M,117435,65519.79
FRS,Fire and Rescue Services,Emergency Medical Services,M,135203,0
FRS,Fire and Rescue Services,Fleet Support,M,75290,2528.67
FRS,Fire and Rescue Services,Station 15,M,94668,16946.8
FRS,Fire and Rescue Services,Special Operations,M,113463,47337.82
FRS,Fire and Rescue Services,Station 8,M,86065,19031.82
FRS,Fire and Rescue Services,Station 3,M,86065,2509.36
FRS,Fire and Rescue Services,Station 1,F,88371,18727.25
FRS,Fire and Rescue Services,Station 10,M,77623,20337.37
FRS,Fire and Rescue Services,Fire and Explosive Investigations,M,110229,0
FRS,Fire and Rescue Services,Station 6,M,94668,25898.47
FRS,Fire and Rescue Services,Station 4,M,94668,15860.98
FRS,Fire and Rescue Services,Information Technology,F,115717.86,0
FRS,Fire and Rescue Services,Station 24,M,86065,2261.27
FRS,Fire and Rescue Services,Station 15,M,77623,31822.66
FRS,Fire and Rescue Services,Station 12,M,82497,27500.37
FRS,Fire and Rescue Services,Third Battalion - Administration,M,100623,15006.18
FRS,Fire and Rescue Services,Station 28,M,74998,29099
FRS,Fire and Rescue Services,Station 14,M,117435,49185.73
FRS,Fire and Rescue Services,Station 9,M,86065,9171.24
FRS,Fire and Rescue Services,Station 6,M,74998,27352.3
FRS,Fire and Rescue Services,Fire and Explosive Investigations,M,117435,52153.87
FRS,Fire and Rescue Services,Station 13,M,76513,16498.5
FRS,Fire and Rescue Services,Station 24,M,74998,21877.72
FRS,Fire and Rescue Services,Special Operations,M,135203,0
FRS,Fire and Rescue Services,Station 34,M,77623,20817.73
FRS,Fire and Rescue Services,Station 29,M,85384,34192.76
FRS,Fire and Rescue Services,Budgets and Grants,F,95665.86,0
FRS,Fire and Rescue Services,Station 17,F,86065,340.9
FRS,Fire and Rescue Services,Station 8,M,85384,28262.46
FRS,Fire and Rescue Services,First Battalion - Administration,M,104145,51339.16
FRS,Fire and Rescue Services,Fourth Battalion - Administration,F,135203,0
FRS,Fire and Rescue Services,Safety,M,117435,98145.28
FRS,Fire and Rescue Services,Station 23,M,77623,922.54
FRS,Fire and Rescue Services,Station 18,M,104145,53537.94
FRS,Fire and Rescue Services,Station 14,M,94668,38345.17
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,117435,25933.86
FRS,Fire and Rescue Services,Station 18,M,86065,37839.6
FRS,Fire and Rescue Services,Station 2,M,88371,36732.68
FRS,Fire and Rescue Services,Station 15,M,91466,12994.95
FRS,Fire and Rescue Services,Station 6,M,80341,4040.76
FRS,Fire and Rescue Services,Station 15,M,85384,27094.39
FRS,Fire and Rescue Services,Station 11,M,97221,23698.23
FRS,Fire and Rescue Services,Station 6,M,117435,16575.47
FRS,Fire and Rescue Services,Station 14,F,81966,12661.24
FRS,Fire and Rescue Services,Second Battalion - Administration,M,100623,65465.22
FRS,Fire and Rescue Services,Station 34,M,86065,49549.61
FRS,Fire and Rescue Services,Station 8,M,114683,23651.9
FRS,Fire and Rescue Services,Fire and Explosive Investigations,M,104145,41025.78
FRS,Fire and Rescue Services,Station 31,M,94668,60.79
FRS,Fire and Rescue Services,Emergency Medical Services,F,77166,0
FRS,Fire and Rescue Services,Station 14,F,117435,52098.22
FRS,Fire and Rescue Services,Station 31,M,94668,241.28
FRS,Fire and Rescue Services,Station 24,M,117435,4966.88
FRS,Fire and Rescue Services,Station 25,M,82497,19485.88
FRS,Fire and Rescue Services,Station 22,M,117435,64335.76
FRS,Fire and Rescue Services,Field Operations Administration,F,40170,0
FRS,Fire and Rescue Services,Station 4,M,77623,25882.65
FRS,Fire and Rescue Services,Station 11,M,91466,31812.04
FRS,Fire and Rescue Services,Station 10,M,104145,28327.96
FRS,Fire and Rescue Services,Station 24,M,77623,14900.78
FRS,Fire and Rescue Services,Second Battalion - Administration,M,135203,0
FRS,Fire and Rescue Services,Station 10,M,94668,12118.97
FRS,Fire and Rescue Services,Station 13,M,74998,16397.47
FRS,Fire and Rescue Services,Station 3,M,93932,11071.57
FRS,Fire and Rescue Services,Station 24,M,94668,9224.96
FRS,Fire and Rescue Services,Fleet Support,M,99852,19164.29
FRS,Fire and Rescue Services,Station 28,M,91466,29317.02
FRS,Fire and Rescue Services,Station 22,M,117435,40765.18
FRS,Fire and Rescue Services,Station 9,M,74998,31341.8
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),F,105917,17428.49
FRS,Fire and Rescue Services,First Battalion - Administration,M,90754,29281.6
FRS,Fire and Rescue Services,Station 23,M,69010,19359.19
FRS,Fire and Rescue Services,Station 11,M,74998,2085.3
FRS,Fire and Rescue Services,Behavioral Health,F,104680,0
FRS,Fire and Rescue Services,Station 33,M,74998,3634.58
FRS,Fire and Rescue Services,Rescue 2,M,91466,52108.31
FRS,Fire and Rescue Services,Station 6,M,104145,56971.58
FRS,Fire and Rescue Services,Station 28,M,117435,64858.53
FRS,Fire and Rescue Services,Station 16,M,86065,2380.76
FRS,Fire and Rescue Services,Fire and Explosive Investigations,M,117435,26975.81
FRS,Fire and Rescue Services,Station 2,M,117435,39656.56
FRS,Fire and Rescue Services,Third Battalion - Administration,M,117435,6353.68
FRS,Fire and Rescue Services,Behavioral Health,M,132759,0
FRS,Fire and Rescue Services,Station 21,M,79192,0
FRS,Fire and Rescue Services,Recruiting,M,117435,7661.02
FRS,Fire and Rescue Services,Station 8,M,86065,24975.11
FRS,Fire and Rescue Services,Station 34,M,94668,13480.35
FRS,Fire and Rescue Services,Station 40,M,88371,0
FRS,Fire and Rescue Services,Station 28,M,83154,19762.42
FRS,Fire and Rescue Services,Station 28,M,74998,18544.02
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,93932,44361.36
FRS,Fire and Rescue Services,Station 12,M,91466,5056.61
FRS,Fire and Rescue Services,Station 26,M,94668,34596.85
FRS,Fire and Rescue Services,Procurement,F,74297.23,9356.97
FRS,Fire and Rescue Services,Station 3,M,93932,35027.88
FRS,Fire and Rescue Services,Station 13,M,94668,108545.75
FRS,Fire and Rescue Services,Station 34,F,81966,4102.01
FRS,Fire and Rescue Services,Station 19,M,86065,17518.35
FRS,Fire and Rescue Services,Station 23,M,82497,34500.69
FRS,Fire and Rescue Services,Emergency Medical Services,M,104145,14607.38
FRS,Fire and Rescue Services,Station 28,M,91466,56724.09
FRS,Fire and Rescue Services,Emergency Medical Services,M,117435,142913.91
FRS,Fire and Rescue Services,Station 19,M,133700.2,10845.59
FRS,Fire and Rescue Services,Station 33,M,74998,6389.26
FRS,Fire and Rescue Services,Station 24,M,94668,78774.09
FRS,Fire and Rescue Services,Field Relief Personnel,M,117435,115529.53
FRS,Fire and Rescue Services,Station 5,M,94668,26074.05
FRS,Fire and Rescue Services,Training,M,94668,26239.98
FRS,Fire and Rescue Services,Station 35,M,94668,22891.06
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,81966,12673.99
FRS,Fire and Rescue Services,Station 11,M,84048,0
FRS,Fire and Rescue Services,Station 14,M,76513,4965.2
FRS,Fire and Rescue Services,Station 15,M,117435,4802.91
FRS,Fire and Rescue Services,Second Battalion - Administration,M,90754,45445.72
FRS,Fire and Rescue Services,Fleet Support,M,72135.82,20911.27
FRS,Fire and Rescue Services,Fire and Explosive Investigations,M,117435,28098.46
FRS,Fire and Rescue Services,Station 10,M,74998,23034.23
FRS,Fire and Rescue Services,Fifth Battalion - Administration,M,101704,61.13
FRS,Fire and Rescue Services,Station 25,M,104145,58216.56
FRS,Fire and Rescue Services,Rescue 2,M,74998,7693.69
FRS,Fire and Rescue Services,Fire Chief's Executive Office,M,109761,0
FRS,Fire and Rescue Services,Station 35,M,104145,68688.02
FRS,Fire and Rescue Services,Station 4,M,91466,88423.93
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),F,104145,5703.3
FRS,Fire and Rescue Services,Station 2,M,117435,51861.64
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,104145,45684.84
FRS,Fire and Rescue Services,Station 28,M,76513,7809.84
FRS,Fire and Rescue Services,Station 22,M,85384,7739.64
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,94668,65530.05
FRS,Fire and Rescue Services,Station 21,M,80341,209.8
FRS,Fire and Rescue Services,Fifth Battalion - Administration,M,87684,17989.56
FRS,Fire and Rescue Services,Station 1,M,117435,2239.94
FRS,Fire and Rescue Services,Rescue 2,M,94668,85285.92
FRS,Fire and Rescue Services,Second Battalion - Administration,M,100623,4923.49
FRS,Fire and Rescue Services,Station 14,M,76513,1132.7
FRS,Fire and Rescue Services,Volunteer and Community Services Division,M,150000,0
FRS,Fire and Rescue Services,Station 23,M,86065,54327.8
FRS,Fire and Rescue Services,Station 23,F,94668,10889.52
FRS,Fire and Rescue Services,Station 18,M,86065,39757.71
FRS,Fire and Rescue Services,Station 26,M,117435,10515.04
FRS,Fire and Rescue Services,Station 4,F,84048,0
FRS,Fire and Rescue Services,Station 14,F,80341,30788.51
FRS,Fire and Rescue Services,Fourth Battalion - Administration,M,93932,44199.73
FRS,Fire and Rescue Services,Station 10,M,77623,34871.63
FRS,Fire and Rescue Services,Station 17,M,83154,15549.38
FRS,Fire and Rescue Services,Station 22,M,82497,19601.81
FRS,Fire and Rescue Services,Station 24,M,74998,7919.06
FRS,Fire and Rescue Services,Station 3,M,82497,17608.3
FRS,Fire and Rescue Services,Station 19,M,73927,0
FRS,Fire and Rescue Services,Station 4,M,80341,34308.05
FRS,Fire and Rescue Services,Station 11,M,84048,0
FRS,Fire and Rescue Services,Station 12,M,70763,0
FRS,Fire and Rescue Services,Station 23,M,88371,11953.35
FRS,Fire and Rescue Services,Station 8,M,74998,15898.36
FRS,Fire and Rescue Services,Station 7,M,88371,57686.31
FRS,Fire and Rescue Services,Station 11,M,71427,0
FRS,Fire and Rescue Services,Station 23,M,88371,45027.95
FRS,Fire and Rescue Services,Station 9,M,86065,38425.55
FRS,Fire and Rescue Services,Station 3,M,85384,9615.98
FRS,Fire and Rescue Services,HR Labor Relations,F,148712,0
FRS,Fire and Rescue Services,Station 21,M,94668,6709.83
FRS,Fire and Rescue Services,Third Battalion - Administration,M,104145,6912.8
FRS,Fire and Rescue Services,Fourth Battalion - Administration,F,135203,0
FRS,Fire and Rescue Services,Station 11,M,86065,17.88
FRS,Fire and Rescue Services,Second Battalion - Administration,M,100623,18578.88
FRS,Fire and Rescue Services,Station 20,M,86065,18426.39
FRS,Fire and Rescue Services,Station 35,M,71427,17811.58
FRS,Fire and Rescue Services,Station 6,M,94668,16120.48
FRS,Fire and Rescue Services,Station 29,M,80341,40556.28
FRS,Fire and Rescue Services,Station 28,M,74998,37164.22
FRS,Fire and Rescue Services,Station 29,M,117435,42340.19
FRS,Fire and Rescue Services,Station 32,M,113463,51136.88
FRS,Fire and Rescue Services,Station 10,M,94668,32983.47
FRS,Fire and Rescue Services,Fourth Battalion - Administration,M,117435,96650.05
FRS,Fire and Rescue Services,Station 15,M,88371,44611.33
FRS,Fire and Rescue Services,Station 3,M,94668,63677.1
FRS,Fire and Rescue Services,Emergency Medical Services,F,77904.4,0
FRS,Fire and Rescue Services,Station 22,M,63144,27937.64
FRS,Fire and Rescue Services,Station 20,M,63144,35096.99
FRS,Fire and Rescue Services,Field Recruits,M,52403,4416.42
FRS,Fire and Rescue Services,Station 16,M,67643,24665.53
FRS,Fire and Rescue Services,Station 25,M,54238,26882.19
FRS,Fire and Rescue Services,Station 25,M,81853,8236.57
FRS,Fire and Rescue Services,Station 4,F,51175,0
FRS,Fire and Rescue Services,Station 3,M,67643,28507.63
FRS,Fire and Rescue Services,Station 3,M,63144,25185.32
FRS,Fire and Rescue Services,Station 15,M,67643,0
FRS,Fire and Rescue Services,Emergency Medical Services,F,88957.5,0
FRS,Fire and Rescue Services,Station 2,M,67643,19067.18
FRS,Fire and Rescue Services,Station 17,F,67643,42044.51
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,67643,21145.78
FRS,Fire and Rescue Services,Station 1,M,67643,0
FRS,Fire and Rescue Services,Station 18,M,67643,44991.9
FRS,Fire and Rescue Services,Station 23,M,63822,0
FRS,Fire and Rescue Services,Station 15,M,56138,4564.47
FRS,Fire and Rescue Services,Station 33,M,64421,0
FRS,Fire and Rescue Services,Station 3,M,67643,5245.35
FRS,Fire and Rescue Services,Recruit Training,M,48219,86.94
FRS,Fire and Rescue Services,Station 40,M,67643,34632.95
FRS,Fire and Rescue Services,Station 12,M,62241,71.83
FRS,Fire and Rescue Services,Station 11,M,63822,0
FRS,Fire and Rescue Services,Station 24,M,67643,44818.93
FRS,Fire and Rescue Services,Recruit Training,M,52403,2273.13
FRS,Fire and Rescue Services,Station 8,M,67643,20938.84
FRS,Fire and Rescue Services,Station 18,M,63144,1290.24
FRS,Fire and Rescue Services,Station 6,M,67643,963.61
FRS,Fire and Rescue Services,Fleet Operations,M,99852,15476.02
FRS,Fire and Rescue Services,Station 16,M,74406,2460.86
FRS,Fire and Rescue Services,Station 13,F,64421,2038.25
FRS,Fire and Rescue Services,Station 17,M,67643,0
FRS,Fire and Rescue Services,Station 15,M,67643,29276.76
FRS,Fire and Rescue Services,Facilities,M,85512.01,30872.84
FRS,Fire and Rescue Services,Station 2,M,67643,39172.38
FRS,Fire and Rescue Services,Station 25,M,67643,21493.45
FRS,Fire and Rescue Services,Station 16,M,66058,6475.9
FRS,Fire and Rescue Services,Station 3,M,67643,46933.5
FRS,Fire and Rescue Services,Station 2,M,81853,21204.12
FRS,Fire and Rescue Services,Station 8,M,64421,15508.01
FRS,Fire and Rescue Services,Station 24,M,67643,32231.07
FRS,Fire and Rescue Services,Station 40,M,67643,26950.01
FRS,Fire and Rescue Services,Station 25,M,67643,29562.82
FRS,Fire and Rescue Services,Station 1,M,74406,26054.33
FRS,Fire and Rescue Services,Station 31,M,67643,38490.32
FRS,Fire and Rescue Services,Station 23,M,67643,17699.41
FRS,Fire and Rescue Services,Station 31,M,67643,39330.06
FRS,Fire and Rescue Services,Station 20,M,67643,16025.7
FRS,Fire and Rescue Services,Station 17,M,67643,25402.9
FRS,Fire and Rescue Services,Station 35,M,64421,0
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,74406,9972.7
FRS,Fire and Rescue Services,Station 21,M,67643,7700.88
FRS,Fire and Rescue Services,Station 35,M,67643,80.06
FRS,Fire and Rescue Services,Station 24,M,65354,10308.51
FRS,Fire and Rescue Services,Station 25,F,63144,493.25
FRS,Fire and Rescue Services,Station 25,M,63144,15305.53
FRS,Fire and Rescue Services,Station 8,M,67643,17974.58
FRS,Fire and Rescue Services,Budgets and Grants,M,54904.74,0
FRS,Fire and Rescue Services,Station 20,M,81853,16657.54
FRS,Fire and Rescue Services,Recruit Training,M,48219,4360.78
FRS,Fire and Rescue Services,Station 21,M,67643,1725.98
FRS,Fire and Rescue Services,Station 19,M,67643,57.54
FRS,Fire and Rescue Services,Station 26,M,67643,19435.5
FRS,Fire and Rescue Services,Station 32,M,64421,6467.93
FRS,Fire and Rescue Services,Station 25,M,67643,10654.67
FRS,Fire and Rescue Services,Station 8,M,74406,28535.41
FRS,Fire and Rescue Services,Station 15,M,67643,29563.14
FRS,Fire and Rescue Services,Station 31,M,67643,23257.1
FRS,Fire and Rescue Services,Station 28,M,64421,2257.52
FRS,Fire and Rescue Services,Station 33,M,67643,22281.87
FRS,Fire and Rescue Services,Station 21,M,74406,13248.6
FRS,Fire and Rescue Services,Station 15,M,74406,17261.97
FRS,Fire and Rescue Services,Station 19,M,67643,21321.72
FRS,Fire and Rescue Services,Station 14,F,67643,19944.4
FRS,Fire and Rescue Services,Station 10,M,67643,41
FRS,Fire and Rescue Services,Station 1,M,67643,5861.5
FRS,Fire and Rescue Services,Station 32,M,64421,54.8
FRS,Fire and Rescue Services,Station 29,M,67643,22889.96
FRS,Fire and Rescue Services,Station 16,M,67643,25453.63
FRS,Fire and Rescue Services,Station 40,M,67643,0
FRS,Fire and Rescue Services,Station 24,M,60782,0
FRS,Fire and Rescue Services,Station 24,M,67643,11346.1
FRS,Fire and Rescue Services,Station 34,M,65354,4549.6
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,81853,45264.67
FRS,Fire and Rescue Services,Station 22,M,67643,32697.42
FRS,Fire and Rescue Services,Station 15,M,74406,37916.22
FRS,Fire and Rescue Services,Station 22,M,67643,4593.73
FRS,Fire and Rescue Services,Station 15,M,67643,26770.6
FRS,Fire and Rescue Services,Station 30,M,64421,5425.5
FRS,Fire and Rescue Services,Station 24,M,67643,15195.3
FRS,Fire and Rescue Services,Station 1,M,74406,5398.49
FRS,Fire and Rescue Services,Station 30,M,67643,22813.76
FRS,Fire and Rescue Services,Property and Supply,M,59660,13493.68
FRS,Fire and Rescue Services,Technical Operations,M,81756.3,20454.4
FRS,Fire and Rescue Services,Station 17,M,65354,14488.64
FRS,Fire and Rescue Services,Station 23,M,65354,6194.75
FRS,Fire and Rescue Services,Station 16,M,65354,7409.93
FRS,Fire and Rescue Services,Station 23,M,65354,76.72
FRS,Fire and Rescue Services,Station 4,M,62241,438.34
FRS,Fire and Rescue Services,Station 26,F,71890,40921.13
FRS,Fire and Rescue Services,Station 1,M,65354,22544.82
FRS,Fire and Rescue Services,Station 7,F,60782,0
FRS,Fire and Rescue Services,Station 13,M,62241,301.47
FRS,Fire and Rescue Services,Station 25,M,47746,0
FRS,Fire and Rescue Services,Station 3,M,65354,20795.84
FRS,Fire and Rescue Services,Station 22,M,60782,0
FRS,Fire and Rescue Services,Station 32,M,58728,0
FRS,Fire and Rescue Services,Station 10,M,65354,24955.03
FRS,Fire and Rescue Services,Station 25,M,65354,7201.17
FRS,Fire and Rescue Services,Station 31,M,57265,0
FRS,Fire and Rescue Services,Station 18,M,65354,26819.55
FRS,Fire and Rescue Services,Station 16,M,65354,55.59
FRS,Fire and Rescue Services,Station 35,M,65354,7672.4
FRS,Fire and Rescue Services,Station 30,M,65354,573.91
FRS,Fire and Rescue Services,Station 30,M,65354,56495.35
FRS,Fire and Rescue Services,Station 8,M,,35168.8
FRS,Fire and Rescue Services,Station 8,M,65354,10080.6
FRS,Fire and Rescue Services,Station 8,M,65354,44878.14
FRS,Fire and Rescue Services,Station 11,M,65354,2344.41
FRS,Fire and Rescue Services,Station 30,M,,3325.61
FRS,Fire and Rescue Services,Station 24,M,62241,38.95
FRS,Fire and Rescue Services,Station 4,M,65354,23527.39
FRS,Fire and Rescue Services,Station 31,F,50406,0
FRS,Fire and Rescue Services,Station 17,M,62241,12434.7
FRS,Fire and Rescue Services,Station 3,F,62241,0
FRS,Fire and Rescue Services,Station 29,M,62241,26139.68
FRS,Fire and Rescue Services,Station 7,M,65354,23518.21
FRS,Fire and Rescue Services,Station 20,M,65354,15216.41
FRS,Fire and Rescue Services,Station 26,M,62241,11545.5
FRS,Fire and Rescue Services,Station 24,M,65354,14715.38
FRS,Fire and Rescue Services,Station 23,M,65354,1329.78
FRS,Fire and Rescue Services,Station 31,M,65354,17655.24
FRS,Fire and Rescue Services,Station 14,M,65354,517.8
FRS,Fire and Rescue Services,Station 12,M,65354,60943.98
FRS,Fire and Rescue Services,Station 1,M,65354,1380.78
FRS,Fire and Rescue Services,Station 6,F,65354,14307.85
FRS,Fire and Rescue Services,Station 17,M,65354,5926.04
FRS,Fire and Rescue Services,Station 26,M,65354,14123.87
FRS,Fire and Rescue Services,Station 40,M,65354,15488.49
FRS,Fire and Rescue Services,Station 4,F,65354,24338.42
FRS,Fire and Rescue Services,Station 31,M,65354,3547.05
FRS,Fire and Rescue Services,Station 28,M,65354,514.62
FRS,Fire and Rescue Services,Station 19,M,65354,7486.12
FRS,Fire and Rescue Services,Station 10,M,65354,24157.81
FRS,Fire and Rescue Services,Station 29,M,65354,128.64
FRS,Fire and Rescue Services,Station 25,M,65354,13996.24
FRS,Fire and Rescue Services,Station 8,M,65354,12541.6
FRS,Fire and Rescue Services,Station 34,M,62241,0
FRS,Fire and Rescue Services,Station 21,M,62241,7043.35
FRS,Fire and Rescue Services,Station 30,M,65354,3323.33
FRS,Fire and Rescue Services,Station 23,M,65354,37224.67
FRS,Fire and Rescue Services,Station 23,M,62241,0
FRS,Fire and Rescue Services,Station 11,M,60782,0
FRS,Fire and Rescue Services,Station 7,M,65354,32552.47
FRS,Fire and Rescue Services,Station 18,M,65354,4491.44
FRS,Fire and Rescue Services,Station 8,M,65354,843.81
FRS,Fire and Rescue Services,Station 25,M,65354,56108.5
FRS,Fire and Rescue Services,Station 29,M,71890,20501.73
FRS,Fire and Rescue Services,Fleet Operations,M,73744.18,4170.03
FRS,Fire and Rescue Services,Fleet Operations,M,73744.18,2294.91
FRS,Fire and Rescue Services,Station 21,M,54238,4090.38
FRS,Fire and Rescue Services,Station 25,M,81966,11640.24
FRS,Fire and Rescue Services,Station 22,M,65354,38249.99
FRS,Fire and Rescue Services,Station 15,M,65354,31999.46
FRS,Fire and Rescue Services,Station 23,M,71890,3487.46
FRS,Fire and Rescue Services,Station 16,M,65354,20884.76
FRS,Fire and Rescue Services,Station 23,M,65354,6545.64
FRS,Fire and Rescue Services,Station 34,M,65354,642.63
FRS,Fire and Rescue Services,Station 2,M,62241,8074.76
FRS,Fire and Rescue Services,Station 24,M,65354,24380.56
FRS,Fire and Rescue Services,Station 12,M,62241,1058.83
FRS,Fire and Rescue Services,Station 12,M,62241,0
FRS,Fire and Rescue Services,Station 10,M,65354,9996
FRS,Fire and Rescue Services,Station 24,M,65354,21796.07
FRS,Fire and Rescue Services,Station 19,M,65354,10097.21
FRS,Fire and Rescue Services,Station 25,M,65354,8618.49
FRS,Fire and Rescue Services,Station 3,M,65354,17830.69
FRS,Fire and Rescue Services,Station 22,M,65354,4945.29
FRS,Fire and Rescue Services,Station 10,M,62241,17420.14
FRS,Fire and Rescue Services,Station 29,M,62241,16685.19
FRS,Fire and Rescue Services,Station 19,M,65354,6481.3
FRS,Fire and Rescue Services,Station 8,M,65354,26559.68
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,65354,38815.95
FRS,Fire and Rescue Services,Station 2,M,65354,14766.34
FRS,Fire and Rescue Services,Station 2,M,62241,75792.88
FRS,Fire and Rescue Services,Station 11,M,58728,0
FRS,Fire and Rescue Services,Station 26,M,65354,2011.52
FRS,Fire and Rescue Services,Station 15,M,71890,37974.84
FRS,Fire and Rescue Services,Station 12,M,65354,8230.3
FRS,Fire and Rescue Services,Station 22,M,65354,2996.42
FRS,Fire and Rescue Services,Station 32,M,62241,2130.85
FRS,Fire and Rescue Services,Station 25,M,61664,0
FRS,Fire and Rescue Services,Station 26,M,65354,10605.47
FRS,Fire and Rescue Services,Station 8,M,65354,460.26
FRS,Fire and Rescue Services,Station 23,M,65354,3665.76
FRS,Fire and Rescue Services,Station 15,M,65354,6226.09
FRS,Fire and Rescue Services,Station 15,M,65354,20286.77
FRS,Fire and Rescue Services,Station 18,M,65354,4961.07
FRS,Fire and Rescue Services,Station 8,M,65354,13844.99
FRS,Fire and Rescue Services,Station 31,M,65354,11833.84
FRS,Fire and Rescue Services,Station 10,M,65354,59.48
FRS,Fire and Rescue Services,Fleet Operations,M,73422.7,10213.29
FRS,Fire and Rescue Services,Fleet Operations,M,78166.86,4295.52
FRS,Fire and Rescue Services,Station 15,M,69459,31245.28
FRS,Fire and Rescue Services,Station 8,M,63144,44070.7
FRS,Fire and Rescue Services,Station 17,M,63144,17752.22
FRS,Fire and Rescue Services,Station 40,F,60137,2761.34
FRS,Fire and Rescue Services,Station 28,M,63144,18499.77
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),F,63144,71462.57
FRS,Fire and Rescue Services,Station 3,M,63144,798.51
FRS,Fire and Rescue Services,Station 13,M,60137,77454.65
FRS,Fire and Rescue Services,Station 8,M,63144,1210.14
FRS,Fire and Rescue Services,Station 31,M,63144,15196.62
FRS,Fire and Rescue Services,Station 8,M,63144,19591.14
FRS,Fire and Rescue Services,Station 23,M,63144,2410.6
FRS,Fire and Rescue Services,Station 31,M,63144,10223.92
FRS,Fire and Rescue Services,Station 29,M,63144,16085.33
FRS,Fire and Rescue Services,Station 31,M,63144,7974.39
FRS,Fire and Rescue Services,Station 8,M,63144,9982.83
FRS,Fire and Rescue Services,Station 15,M,60137,43249.82
FRS,Fire and Rescue Services,Station 17,M,63144,7432.85
FRS,Fire and Rescue Services,Station 16,M,63144,14787.98
FRS,Fire and Rescue Services,Station 12,M,63144,32279.05
FRS,Fire and Rescue Services,Station 25,M,63144,37657.48
FRS,Fire and Rescue Services,Station 22,M,63144,35924.45
FRS,Fire and Rescue Services,Station 40,M,63144,29107.16
FRS,Fire and Rescue Services,Station 2,M,61664,9968.08
FRS,Fire and Rescue Services,Station 25,M,63144,16673.66
FRS,Fire and Rescue Services,Station 16,M,63144,11500.43
